ID,MARCA,MODELO,VERSION,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,Comb.,Segmento,Puertas,Traccion
,ISUZU,P-UP,D/CAB 4X2 2.5 TURBO AA,,,,,,,,,,," $ 89,000 "," $ 87,000 "," $ 85,000 "," $ 83,000 "," $ 81,000 "," $ 79,000 ",,,,
,ISUZU,P-UP,D/CAB 4X2 2.8 TURBO,,,,,,,,,,," $ 91,000 "," $ 89,000 "," $ 87,000 "," $ 85,000 "," $ 83,000 "," $ 81,000 ",,,,
,ISUZU,P-UP,D/CAB 4X2 2.8 TURBO AA,,,,,,,,,,," $ 93,000 "," $ 91,000 "," $ 89,000 "," $ 87,000 "," $ 85,000 "," $ 83,000 ",,,,
,ISUZU,P-UP,D/CAB 4X2 2.8 TURBO DLX (GM),,,,,,,," $ 103,000 "," $ 99,000 "," $ 95,000 "," $ 92,000 ",,,,,,,,,
,ISUZU,P-UP,D/CAB 4X2 2.8 TURBO LS,,,,,,,,,,," $ 95,000 "," $ 93,000 "," $ 91,000 "," $ 89,000 "," $ 87,000 "," $ 85,000 ",,,,
,ISUZU,P-UP,D/CAB 4X4 2.5,,,,,,,,,,,,,,,," $ 77,000 ",,,,
,ISUZU,P-UP,D/CAB 4X4 2.5 DELUXE,,,,,,,,,,,,,,,," $ 79,000 ",,,,
,ISUZU,P-UP,D/CAB 4X4 2.8 TURBO,,,,,,,,,,," $ 97,000 "," $ 95,000 "," $ 93,000 ",,," $ 87,000 ",,,,
,ISUZU,P-UP,D/CAB 4X4 2.8 TURBO AA,,,,,,,,,,,,,,,," $ 89,000 ",,,,
,ISUZU,P-UP,D/CAB 4X4 2.8 TURBO DLX (GM),,,,,,,," $ 113,000 "," $ 110,000 "," $ 107,000 ",,,,,,,,,,
,ISUZU,P-UP,D/CAB 4X4 2.8 TURBO LS,,,,,,,,,,,,,,,," $ 91,000 ",,,,
,ISUZU,P-UP,D/CAB 4X4 3.1 TURBO,,,,,,,,,,,,,," $ 94,000 "," $ 92,000 "," $ 90,000 ",,,,
,ISUZU,P-UP,D/CAB 4X4 3.1 TURBO AA,,,,,,,,,,," $ 102,000 "," $ 100,000 "," $ 98,000 "," $ 96,000 "," $ 94,000 "," $ 92,000 ",,,,
,ISUZU,P-UP,D/CAB 4X4 3.1 TURBO LS,,,,,,,,,,," $ 105,000 "," $ 103,000 "," $ 101,000 "," $ 99,000 "," $ 97,000 "," $ 95,000 ",,,,
,ISUZU,P-UP,D/CAB 4X4 3.1 TURBO PLUS,,,,,,,,,,,," $ 101,000 "," $ 99,000 "," $ 97,000 "," $ 95,000 ",,,,,
,ISUZU,P-UP,D/CAB 4X4 3.1 TURBO KENZU,,,,,,,,,,," $ 107,000 "," $ 105,000 "," $ 103,000 "," $ 101,000 "," $ 97,000 ",,,,,
,ISUZU,P-UP,D/CAB 4X4 3.1 TURBO KENZU CU,,,,,,,,,,,,," $ 105,000 "," $ 103,000 ",,,,,,
,ISUZU,P-UP,S/CAB 4X2 2.5,,,,,,,,,,,,,,,," $ 72,000 ",,,,
,ISUZU,P-UP,S/CAB 4X2 2.5 AA,,,,,,,,,,,,,,,," $ 74,000 ",,,,
,ISUZU,P-UP,S/CAB 4X2 2.5 TURBO,,,,,,,,,,," $ 85,000 "," $ 83,000 "," $ 81,000 "," $ 79,000 "," $ 77,000 "," $ 75,000 ",,,,
,ISUZU,P-UP,S/CAB 4X2 2.5 TURBO (GM),,,,,,,," $ 97,000 "," $ 93,000 "," $ 89,000 "," $ 86,000 ",,,,,,,,,
,ISUZU,P-UP,S/CAB 4X2 2.5TURBO AA,,,,,,,,,,," $ 87,000 "," $ 85,000 "," $ 83,000 "," $ 81,000 "," $ 79,000 "," $ 77,000 ",,,,
,ISUZU,P-UP,S/CAB 4X2 2.8 TURBO,,,,,,,,,,," $ 89,000 "," $ 87,000 "," $ 85,000 "," $ 83,000 "," $ 81,000 "," $ 79,000 ",,,,
,ISUZU,P-UP,S/CAB 4X2 2.8 TURBO AA,,,,,,,,,,," $ 91,000 "," $ 89,000 "," $ 87,000 "," $ 85,000 "," $ 83,000 "," $ 81,000 ",,,,
,ISUZU,P-UP,S/CAB 4X2 2.8 TURBO LS,,,,,,,,,,,,,,," $ 85,000 "," $ 83,000 ",,,,
,ISUZU,P-UP,S/CAB 4X2 3.1 TURBO,,,,,,,,,,,,,," $ 85,000 "," $ 83,000 "," $ 81,000 ",,,,
,ISUZU,P-UP,S/CAB 4X2 3.1 TURBO AA,,,,,,,,,,,,,," $ 87,000 "," $ 85,000 "," $ 83,000 ",,,,
,ISUZU,P-UP,S/CAB 4X4 2.5,,,,,,,,,,,,,,,," $ 75,000 ",,,,
,ISUZU,P-UP,S/CAB 4X4 2.5 AA,,,,,,,,,,,,,,,," $ 77,000 ",,,,
,ISUZU,P-UP,S/CAB 4X4 2.8 TURBO,,,,,,,,,,," $ 95,000 "," $ 93,000 "," $ 91,000 ",,," $ 85,000 ",,,,
,ISUZU,P-UP,S/CAB 4X4 2.8 TURBO AA,,,,,,,,,,," $ 97,000 "," $ 95,000 "," $ 93,000 ",,," $ 87,000 ",,,,
,ISUZU,P-UP,S/CAB 4X4 2.8 TURBO LS,,,,,,,,,,,,,,,," $ 89,000 ",,,,
,ISUZU,P-UP,S/CAB 4X4 3.1 TURBO,,,,,,,,,,," $ 98,000 "," $ 96,000 "," $ 94,000 "," $ 92,000 "," $ 9,000 "," $ 88,000 ",,,,
,ISUZU,P-UP,S/CAB 4X4 3.1 TURBO AA,,,,,,,,,,," $ 100,000 "," $ 98,000 "," $ 96,000 "," $ 94,000 "," $ 92,000 "," $ 90,000 ",,,,
,ISUZU,P-UP,S/CAB 4X4 3.1 TURBO LS,,,,,,,,,,,,,," $ 96,000 "," $ 94,000 "," $ 92,000 ",,,,
,ISUZU,P-UP,SPACECAB 4X2 2.5,,,,,,,,,,,,,,,," $ 75,000 ",,,,
,ISUZU,P-UP,SPACECAB 4X2 2.5 AA,,,,,,,,,,,,,,,," $ 77,000 ",,,,
,ISUZU,P-UP,SPACECAB 4X2 2.5 TURBO,,,,,,,,,,," $ 89,000 "," $ 87,000 "," $ 85,000 ",,,,,,,
,ISUZU,P-UP,SPACECAB 4X2 2.5 TURBO AA,,,,,,,,,,," $ 91,000 "," $ 89,000 "," $ 87,000 ",,,,,,,
,ISUZU,P-UP,SPACECAB 4X2 2.8 TURBO,,,,,,,,,,,,," $ 89,000 "," $ 87,000 "," $ 85,000 "," $ 83,000 ",,,,
,ISUZU,P-UP,SPACECAB 4X2 2.8 TURBO AA,,,,,,,,,,,,," $ 91,000 "," $ 89,000 "," $ 87,000 "," $ 85,000 ",,,,
,ISUZU,P-UP,SPACECAB 4X2 2.8 TURBO LS,,,,,,,,,,,,,," $ 91,000 "," $ 89,000 "," $ 87,000 ",,,,
,ISUZU,P-UP,SPACECAB 4X4 2.5 DELUXE,,,,,,,,,,,,,,,," $ 81,000 ",,,,
,ISUZU,P-UP,SPACECAB 4X4 2.8 TURBO LS,,,,,,,,,,,,,,,," $ 93,000 ",,,,
,ISUZU,P-UP,SPACECAB 4X4 3.1 TURBO,,,,,,,,,,,,," $ 98,000 "," $ 96,000 "," $ 94,000 "," $ 92,000 ",,,,
,ISUZU,P-UP,SPACECAB 4X4 3.1 TURBO AA,,,,,,,,,,,,," $ 100,000 "," $ 98,000 "," $ 96,000 "," $ 94,000 ",,,,
,ISUZU,P-UP,SPACECAB 4X4 3.1 TURBO LS,,,,,,,,,,," $ 106,000 "," $ 104,000 "," $ 102,000 "," $ 100,000 "," $ 98,000 "," $ 96,000 ",,,,
,ISUZU,RODEO,3.2 V6 4X4,,,,,,,,,,,,,," $ 104,000 "," $ 102,000 "," $ 100,000 ",,,,
,ISUZU,RODEO,3.2 V6 4X4 AUT,,,,,,,,,,,," $ 109,000 "," $ 107,000 "," $ 105,000 "," $ 103,000 "," $ 101,000 ",,,,
,ISUZU,RODEO,LS V6 4X4 CT,,,,,,,,,,,,,,,," $ 100,000 ",,,,
,ISUZU,RODEO,LS V6 4X4 CT AUT,,,,,,,,,,,,,,,," $ 101,000 ",,,,
,ISUZU,TROPPER WAGON,DI 3.1 (BANZAI),,,,,,,,,,,," $ 113,000 "," $ 110,000 ",,,,,,,
,ISUZU,TROPPER WAGON,TDI 3.0 KUROI,,,,,,,,,,,,," $ 114,000 "," $ 111,000 ",,,,,,
,ISUZU,TROPPER WAGON,TDI 3.0 LS,,,,,,,,,,,," $ 122,000 "," $ 119,000 "," $ 116,000 ",,,,,,
,ISUZU,TROPPER WAGON,TDI 3.0 LS AUT,,,,,,,,,,,," $ 124,000 "," $ 121,000 "," $ 118,000 ",,,,,,
,ISUZU,TROPPER WAGON,TDI 3.0 SCOUT,,,,,,,,,,,," $ 118,000 "," $ 115,000 "," $ 112,000 ",,,,,,
,ISUZU,TROPPER WAGON,TDI 3.1 BANZAI,,,,,,,,,,," $ 121,000 "," $ 117,000 "," $ 114,000 ",,,,,,,
,ISUZU,TROPPER WAGON,TDI 3.1 BANZAI SPORT,,,,,,,,,,,," $ 118,000 "," $ 115,000 ",,,,,,,
,ISUZU,TROPPER WAGON,TDI 3.1 LS,,,,,,,,,,,,,," $ 105,000 "," $ 101,000 "," $ 99,000 ",,,,
,ISUZU,TROPPER WAGON,TDI 3.1 SCOUT,,,,,,,,,,,,," $ 107,000 "," $ 101,000 "," $ 97,000 "," $ 95,000 ",,,,
,ISUZU,VEHICROSS,,,,,,,,,,,,,," $ 140,000 "," $ 135,000 ",,,,,,
,KIA,AVELLA,GLX 1.5,,,,,,,,,,,,," $ 33,000 "," $ 32,000 "," $ 31,000 "," $ 30,000 ",,,,
,KIA,BESTA,12 C,,,,,,,,,,,,,,,," $ 53,000 ",,,,
,KIA,BESTA,12 C FULL,,,,,,,,,,,,,,,," $ 55,000 ",,,,
,KIA,BESTA,4X4 FULL,,,,,,,,,,,,,,,," $ 60,000 ",,,,
,KIA,BESTA,AMBULANCIA,,,,,,,,,,,,,," $ 56,000 "," $ 55,000 "," $ 54,000 ",,,,
,KIA,BESTA,FURGON,,,,,,,,,,,,,," $ 50,000 "," $ 49,000 "," $ 48,000 ",,,,
,KIA,CARENS,LS,,,,,,,,,,," $ 64,000 "," $ 62,000 "," $ 60,000 ",,,,,,,
,KIA,CARENS,LS AUT,,,,,,,,,,,," $ 63,000 "," $ 61,000 ",,,,,,,
,KIA,CARENS,LX,,,,,,,,," $ 70,000 "," $ 68,000 "," $ 66,000 ",,,,,,,,,
,KIA,CARENS,LX TD,,,,,,," $ 86,000 "," $ 81,000 "," $ 77,000 "," $ 75,000 "," $ 73,000 ",,,,,,,,,
,KIA,CARENS,LX TD AUT,,,,,,," $ 88,000 "," $ 83,000 "," $ 79,000 "," $ 77,000 ",,,,,,,,,,
,KIA,CARENS,RS,,,,,,,,,,," $ 63,500 "," $ 61,500 "," $ 59,500 ",,,,,,,
,KIA,CARENS,RS AUT,,,,,,,,,,,," $ 62,500 "," $ 60,500 ",,,,,,,
,KIA,CARNIVAL,2.5 GS V6,,,,,,,," $ 132,000 "," $ 127,000 ",,,,,,,,,,,
,KIA,CARNIVAL,2.5 GS V6 AUT,,,,,,,," $ 134,000 "," $ 129,000 ",,,,,,,,,,,
,KIA,CARNIVAL,2.7 EX AUT FULL,,,," $ 230,000 "," $ 210,000 "," $ 190,000 ",,,,,,,,,,,,,,
,KIA,CARNIVAL,2.9 EX CRDI,,," $ 285,000 "," $ 265,000 "," $ 245,000 "," $ 225,000 "," $ 205,000 ",,,,,,,,,,,,,
,KIA,CARNIVAL,2.9 EX CRDI SHORT BODY,,,," $ 240,000 "," $ 220,000 "," $ 200,000 "," $ 185,000 ",,,,,,,,,,,,,
,KIA,CARNIVAL,2.9 EX CRDI SHORT BODY F.,,,," $ 250,000 "," $ 230,000 "," $ 210,000 "," $ 195,000 ",,,,,,,,,,,,,
,KIA,CARNIVAL,2.9 GS TDI (LS PLUS),,,,,,,,,,,," $ 105,000 "," $ 100,000 "," $ 95,000 "," $ 90,000 ",,,,,
,KIA,CARNIVAL,2.9 GS TDI (LS PLUS) AUT,,,,,,,," $ 140,000 "," $ 135,000 "," $ 130,000 ",," $ 107,000 "," $ 102,000 "," $ 97,000 "," $ 92,000 ",,,,,
,KIA,CARNIVAL,2.9 LS TDI,,,,,,,," $ 133,000 "," $ 128,000 "," $ 123,000 "," $ 118,000 "," $ 96,000 "," $ 90,000 "," $ 85,000 "," $ 80,000 ",,,,,
,KIA,CARNIVAL,2.9 LS TDI AUT,,,,,,,," $ 135,000 "," $ 130,000 "," $ 125,000 "," $ 120,000 "," $ 98,000 "," $ 92,000 "," $ 87,000 "," $ 82,000 ",,,,,
,KIA,CARNIVAL,3.8 EX V6,,," $ 290,000 "," $ 270,000 "," $ 250,000 "," $ 230,000 "," $ 210,000 ",,,,,,,,,,,,,
,KIA,CERATO,EX 1.6 CRDI,,,,," $ 80,000 "," $ 78,000 "," $ 76,000 ",,,,,,,,,,,,,
,KIA,CERATO,EX 1.6 CRDI FULL,,,,," $ 82,000 "," $ 80,000 "," $ 78,000 ",,,,,,,,,,,,,
,KIA,CERATO,LX 2.0 CRDI,,,,,,," $ 74,000 "," $ 72,000 "," $ 70,000 ",,,,,,,,,,,
,KIA,CERATO,FORTE 1.6 EX," $ 150,000 "," $ 140,000 "," $ 130,000 ",,,,,,,,,,,,,,,,,
,KIA,CERATO,FORTE 1.6 EX FULL,,," $ 135,000 "," $ 125,000 ",,,,,,,,,,,,,,,,
,KIA,CERATO,FORTE 1.6 EX PREMIUM,," $ 145,000 "," $ 135,000 ",,,,,,,,,,,,,,,,,
,KIA,CERATO,FORTE 1.6 EX PREMIUM PLUS,,," $ 140,000 ",,,,,,,,,,,,,,,,,
,KIA,CERATO,FORTE 2.0 EX FULL,,," $ 140,000 "," $ 130,000 ",,,,,,,,,,,,,,,,
,KIA,CERATO,FORTE 2.0 EX FULL PREMIUM,," $ 160,000 "," $ 150,000 "," $ 140,000 ",,,,,,,,,,,,,,,,
,KIA,CERATO,FORTE 2.0 SX ELEGANCE AUT.," $ 195,000 "," $ 183,000 "," $ 171,000 "," $ 160,000 ",,,,,,,,,,,,,,,,
,KIA,CERATO,KOUP 1.6,,," $ 175,000 "," $ 160,000 ",,,,,,,,,,,,,,,,
,KIA,CERATO,KOUP 2.0," $ 230,000 "," $ 220,000 "," $ 210,000 "," $ 200,000 ",,,,,,,,,,,,,,,,
,KIA,CERES,4X4 D,,,,,,,,,,,,," $ 36,000 "," $ 35,000 "," $ 34,000 "," $ 33,000 ",,,,
,KIA,CLARUS,2.0,,,,,,,,,,,,," $ 36,000 "," $ 35,000 "," $ 34,000 "," $ 33,000 ",,,,
,KIA,GRAMD SPORTAGE,2.0 4X4,,,,,,,,,,,,,," $ 79,000 "," $ 77,000 "," $ 75,000 ",,,,
,KIA,GRAMD SPORTAGE,TDI 4X4,,,,,,,,,,," $ 87,000 "," $ 85,000 "," $ 83,000 "," $ 81,000 "," $ 79,000 "," $ 77,000 ",,,,
,KIA,GRAMD SPORTAGE,TDI 4X4 ABS,,,,,,,,,,," $ 88,000 "," $ 86,000 "," $ 84,000 "," $ 82,000 "," $ 80,000 "," $ 78,000 ",,,,
,KIA,GRAMD SPORTAGE,TDI 4X4 ABS AUT,,,,,,,,,,," $ 89,000 "," $ 87,000 "," $ 85,000 "," $ 83,000 "," $ 81,000 "," $ 79,000 ",,,,
,KIA,MAGENTIS,2.0 EX,,,," $ 115,000 "," $ 111,000 "," $ 107,000 "," $ 103,000 ",,,," $ 56,000 "," $ 54,000 "," $ 52,000 ",,,,,,,
,KIA,MAGENTIS,2.7 EX AUT,,,," $ 117,000 "," $ 113,000 "," $ 109,000 "," $ 105,000 ",,,,,,,,,,,,,
,KIA,MOHAVE,3.8 EX AUT,,," $ 390,000 "," $ 370,000 "," $ 350,000 ",,,,,,,,,,,,,,,
,KIA,OPIRUS,3.5 GL,,,," $ 162,000 "," $ 152,000 "," $ 142,000 "," $ 132,000 "," $ 122,000 "," $ 112,000 ",,,,,,,,,,,
,KIA,OPIRUS,3.8 GL,,,," $ 166,000 "," $ 156,000 "," $ 146,000 ",,,,,,,,,,,,,,
,KIA,PICANTO,1.1 EX,,,," $ 92,000 "," $ 87,000 "," $ 83,000 "," $ 77,000 "," $ 73,000 ",,,,,,,,,,,,
,KIA,PICANTO,1.1 EX AUT,,,," $ 94,000 "," $ 89,000 "," $ 84,000 "," $ 79,000 "," $ 75,000 ",,,,,,,,,,,,
,KIA,PICANTO,1.1 EX BASE,," $ 108,000 "," $ 100,000 "," $ 94,000 ",,,,,,,,,,,,,,,,
,KIA,PICANTO,1.1 EX BASE AUT,," $ 112,000 "," $ 104,000 "," $ 98,000 ",,,,,,,,,,,,,,,,
,KIA,PICANTO,1.2 EX," $ 135,000 "," $ 123,000 ",,,,,,,,,,,,,,,,,,
,KIA,PICANTO,1.2 EX AUT," $ 141,000 "," $ 129,000 ",,,,,,,,,,,,,,,,,,
,KIA,PREGIO,D FURGON,,,,,,,," $ 70,000 "," $ 68,000 "," $ 66,000 "," $ 64,000 "," $ 62,000 "," $ 60,000 "," $ 58,000 "," $ 56,000 "," $ 54,000 ",,,,
,KIA,PREGIO,D FURGON AA,,,,,,,," $ 72,000 "," $ 70,000 ",,,,,,,,,,,
,KIA,PREGIO,D MINIBUS FULL,,,,,,,,," $ 74,000 "," $ 72,000 "," $ 70,000 "," $ 68,000 "," $ 66,000 "," $ 64,000 "," $ 62,000 "," $ 60,000 ",,,,
,KIA,PREGIO,D MINIBUS STD,,,,,,,,,,,,," $ 62,000 "," $ 60,000 "," $ 58,000 "," $ 56,000 ",,,,
,KIA,PRIDE,GLX,,,,,,,,,,,,,,," $ 26,000 "," $ 25,000 ",,,,
,KIA,PRIDE,POP,,,,,,,,,,,,," $ 27,000 "," $ 26,000 "," $ 25,000 "," $ 24,000 ",,,,
,KIA,PRIDE,POP AA,,,,,,,,,,,,," $ 29,000 "," $ 28,000 "," $ 27,000 "," $ 26,000 ",,,,
,KIA,RIO,1.4 EX 5 PTAS," $ 165,000 ",,,,,,,,,,,,,,,,,,,
,KIA,RIO,1.4 EX 5 PTAS AA," $ 175,000 ",,,,,,,,,,,,,,,,,,,
,KIA,RIO,1.6 EX 4 PTAS,,,," $ 79,000 "," $ 77,000 "," $ 75,000 "," $ 73,000 ",,,,,,,,,,,,,
,KIA,RIO,1.6 EX 5 PTAS,,,," $ 78,000 "," $ 76,000 "," $ 74,000 "," $ 72,000 ",,,,,,,,,,,,,
,KIA,RONDO,2.0 EX CRDI,,," $ 142,000 "," $ 137,000 "," $ 132,000 "," $ 127,000 "," $ 122,000 ",,,,,,,,,,,,,
,KIA,RONDO,2.0 EX CRDI FULL,,," $ 145,000 "," $ 140,000 "," $ 135,000 "," $ 130,000 "," $ 125,000 ",,,,,,,,,,,,,
,KIA,RONDO,2.0 EX CRDI FULL AUT,,," $ 149,000 "," $ 144,000 "," $ 139,000 "," $ 134,000 "," $ 129,000 ",,,,,,,,,,,,,
,KIA,RONDO,2.0 EX FULL AUT,,,," $ 137,000 "," $ 132,000 "," $ 127,000 ",,,,,,,,,,,,,,
,KIA,SEPHIA,GTX,,,,,,,,,,,,,," $ 35,000 "," $ 34,000 "," $ 33,000 ",,,,
,KIA,SEPHIA,II LS,,,,,,,,,,,,," $ 32,000 "," $ 31,000 ",,,,,,
,KIA,SEPHIA,II LS AUT,,,,,,,,,,,,," $ 33,000 "," $ 32,000 ",,,,,,
,KIA,SEPHIA,II LS FULL,,,,,,,,,,,,," $ 33,500 "," $ 32,500 ",,,,,,
,KIA,SEPHIA,II LS FULL AUT,,,,,,,,,,,,," $ 34,500 "," $ 33,500 ",,,,,,
,KIA,SHUMA,1.8,,,,,,,,,,,,,," $ 31,500 "," $ 30,500 ",,,,,
,KIA,SORENTO,EX 2.2 CRDI,," $ 410,000 "," $ 370,000 "," $ 340,000 ",,,,,,,,,,,,,,,,
,KIA,SORENTO,EX 2.2 CRDI AUT FULL," $ 480,000 "," $ 440,000 "," $ 400,000 "," $ 370,000 ",,,,,,,,,,,,,,,,
,KIA,SORENTO,EX 2.2 CRDI AUT PREMIUM," $ 580,000 "," $ 510,000 "," $ 460,000 "," $ 420,000 ",,,,,,,,,,,,,,,,
,KIA,SORENTO,EX 2.4 AUT FULL," $ 430,000 "," $ 390,000 "," $ 350,000 "," $ 310,000 ",,,,,,,,,,,,,,,,
,KIA,SORENTO,EX 2.4 AUT FULL 2WD," $ 400,000 "," $ 360,000 ",,,,,,,,,,,,,,,,,,
,KIA,SORENTO,EX 2.4 AUT PREMIUM," $ 500,000 "," $ 430,000 "," $ 380,000 "," $ 330,000 ",,,,,,,,,,,,,,,,
,KIA,SORENTO,EX 2.5 CRDI 140 HP,,,,,," $ 185,000 "," $ 165,000 ",,,,,,,,,,,,,
,KIA,SORENTO,EX 2.5 CRDI 140 HP FULL,,,,,," $ 200,000 "," $ 180,000 ",,,,,,,,,,,,,
,KIA,SORENTO,EX 2.5 CRDI 140 HP AT,,,," $ 235,000 "," $ 225,000 "," $ 205,000 "," $ 185,000 "," $ 170,000 "," $ 160,000 ",,,,,,,,,,,
,KIA,SORENTO,EX 2.5 CRDI 140 HP AT EXE,,,,,,,," $ 185,000 "," $ 175,000 ",,,,,,,,,,,
,KIA,SORENTO,EX 2.5 CRDI 140 HP AT FULL,,,,,," $ 215,000 "," $ 195,000 "," $ 180,000 "," $ 170,000 "," $ 160,000 "," $ 150,000 ",,,,,,,,,
,KIA,SORENTO,EX 2.5 CRDI 170 HP,,,," $ 260,000 "," $ 235,000 "," $ 215,000 ",,,,,,,,,,,,,,
,KIA,SORENTO,EX 2.5 CRDI 170 HP FULL,,,," $ 270,000 "," $ 245,000 "," $ 225,000 ",,,,,,,,,,,,,,
,KIA,SORENTO,EX 2.5 CRDI 170 HP AT FULL,,,," $ 281,000 "," $ 253,000 "," $ 230,000 "," $ 210,000 ",,,,,,,,,,,,,
,KIA,SORENTO,EX 3.5 AUT,,,,,,," $ 170,000 "," $ 160,000 "," $ 150,000 "," $ 140,000 ",,,,,,,,,,
,KIA,SORENTO,EX 3.5 AUT FULL,,,,,,," $ 180,000 "," $ 170,000 "," $ 160,000 "," $ 150,000 ",,,,,,,,,,
,KIA,SORENTO,EX 3.5 AUT EXECUTIVE,,,,,,,," $ 175,000 "," $ 165,000 ",,,,,,,,,,,
,KIA,SORENTO,EX 3.8 AUT FULL,,,," $ 280,000 "," $ 265,000 "," $ 225,000 "," $ 210,000 ",,,,,,,,,,,,,
,KIA,SOUL,1.6 EX CLASSIC,,,," $ 135,000 "," $ 126,000 ",,,,,,,,,,,,,,,
,KIA,SOUL,1.6 EX CLASSIC SPORT," $ 193,000 "," $ 178,000 "," $ 163,000 "," $ 153,000 ",,,,,,,,,,,,,,,,
,KIA,SOUL,1.6 EX POP,,,," $ 143,000 "," $ 135,000 ",,,,,,,,,,,,,,,
,KIA,SOUL,1.6 EX POP AUT," $ 198,000 "," $ 183,000 "," $ 168,000 "," $ 158,000 ",,,,,,,,,,,,,,,,
,KIA,SOUL,1.6 EX ROCK,,,," $ 158,000 "," $ 148,000 ",,,,,,,,,,,,,,,
,KIA,SOUL,1.6 EX ROCK AUT," $ 218,000 "," $ 198,000 "," $ 183,000 "," $ 168,000 ",,,,,,,,,,,,,,,,
,KIA,SPORTAGE,2.0 4X4,,,,,,,,,,,," $ 76,000 "," $ 74,000 "," $ 72,000 "," $ 70,000 "," $ 68,000 ",,,,
,KIA,SPORTAGE,2.0 4X4 ABS,,,,,,,,,,,," $ 78,000 "," $ 76,000 "," $ 74,000 ",,,,,,
,KIA,SPORTAGE,2.0 4X4 ABS AUT,,,,,,,,,,,," $ 79,000 "," $ 77,000 ",,,,,,,
,KIA,SPORTAGE,2.0 4X4 TDI,,,,,,,,,,," $ 80,000 "," $ 78,000 "," $ 76,000 "," $ 74,000 "," $ 72,000 "," $ 70,000 ",,,,
,KIA,SPORTAGE,2.0 4X4 TDI ABS,,,,,,,,,,," $ 81,000 "," $ 79,000 "," $ 77,000 "," $ 75,000 ",,,,,,
,KIA,SPORTAGE,2.0 4X4 TDI ABS AUT,,,,,,,,,,,," $ 80,000 "," $ 78,000 ",,,,,,,
,KIA,SPORTAGE,2.2 4X4 D,,,,,,,,,,,,,,," $ 71,000 "," $ 69,000 ",,,,
,KIA,SPORTAGE,L/05 2.0 4X2,,,," $ 160,000 "," $ 155,000 "," $ 150,000 "," $ 145,000 "," $ 141,000 ",,,,,,,,,,,,
,KIA,SPORTAGE,L/05 2.0 4X2 CRDI,,,,," $ 160,000 "," $ 155,000 "," $ 150,000 ",,,,,,,,,,,,,
,KIA,SPORTAGE,L/05 2.0 4X4,,,," $ 165,000 "," $ 160,000 "," $ 155,000 "," $ 151,000 "," $ 147,000 "," $ 143,000 ",,,,,,,,,,,
,KIA,SPORTAGE,L/05 2.0 4X4 CRDI,,,," $ 170,000 "," $ 165,000 "," $ 160,000 "," $ 155,000 "," $ 151,000 "," $ 147,000 ",,,,,,,,,,,
,KIA,SPORTAGE,L/05 2.0 4X4 CRDI AUT,,,," $ 174,000 "," $ 169,000 "," $ 164,000 "," $ 159,000 "," $ 155,000 "," $ 151,000 ",,,,,,,,,,,
,KIA,SPORTAGE,L/11 2.0 4X2 AUT," $ 340,000 "," $ 320,000 "," $ 290,000 ",,,,,,,,,,,,,,,,,
,KIA,SPORTAGE,L/11 2.0 4X4 AUT," $ 415,000 "," $ 380,000 "," $ 360,000 ",,,,,,,,,,,,,,,,,
,KIA,SPORTAGE,L/12 2.0 4X2," $ 330,000 "," $ 310,000 ",,,,,,,,,,,,,,,,,,
,KIA,SPORTAGE,L/12 2.0 4X4," $ 405,000 "," $ 370,000 ",,,,,,,,,,,,,,,,,,
,MERCEDES BENZ,A,160 CLASSIC,,,,,,,," $ 82,000 "," $ 78,000 "," $ 75,000 "," $ 72,000 "," $ 69,000 "," $ 66,000 "," $ 64,000 "," $ 62,000 ",,,,,
,MERCEDES BENZ,A,160 ELEGANCE LUXURY,,,,,,,,,,," $ 76,000 "," $ 73,000 "," $ 70,000 "," $ 68,000 "," $ 66,000 ",,,,,
,MERCEDES BENZ,A,160 ELEGANCE PLUS,,,,,,,,,,," $ 74,000 "," $ 71,000 "," $ 68,000 "," $ 66,000 "," $ 64,000 ",,,,,
,MERCEDES BENZ,A,190 AVANTGRADE,,,,,,,," $ 92,000 "," $ 87,000 "," $ 83,000 "," $ 79,000 ",,,,,,,,,
,MERCEDES BENZ,A,190 ELEGANCE LUXURY AKS,,,,,,,," $ 95,000 "," $ 90,000 "," $ 86,000 "," $ 82,000 ",,,,,,,,,
,MERCEDES BENZ,A,190 ELEGANCE PLUS,,,,,,,,,,," $ 78,000 "," $ 76,000 "," $ 74,000 "," $ 72,000 "," $ 70,000 ",,,,,
,MERCEDES BENZ,A,200 BLUEEFFICIENCY STYLE," $ 440,000 ",,,,,,,,,,,,,,,,,,,
,MERCEDES BENZ,A,200 BLUEEFFICIENCY URBAN," $ 490,000 ",,,,,,,,,,,,,,,,,,,
,MERCEDES BENZ,A,200 BLUEEFFICIENCY URBAN AUT," $ 520,000 ",,,,,,,,,,,,,,,,,,,
,MERCEDES BENZ,A,250 BLUEEFFICIENCY SPORT AUT," $ 630,000 ",,,,,,,,,,,,,,,,,,,
,MERCEDES BENZ,B,170,,,,," $ 185,000 "," $ 175,000 "," $ 165,000 "," $ 155,000 ",,,,,,,,,,,,
,MERCEDES BENZ,B,180,," $ 220,000 "," $ 205,000 "," $ 195,000 ",,,,,,,,,,,,,,,,
